repost_id,post_id,user_id,repost_time,like_num,comment_num,repost_num,repost_content
fU8n5oKicG0YwdZC,4NNAEikXQxVq9IVW,Lg06PVIxfveBWoe4,303,0,0,0, 之前失言的还有森喜朗，可见日本社会存在深蒂固的大男人主义思想，能够提出这样的idea就已经让人匪夷所思！
gbWUBCPMlFRT6QHo,4NNAEikXQxVq9IVW,x9OoYDUDtD0UWjNr,300,0,0,0,
CgHaSVOq3FZ6s_JV,4NNAEikXQxVq9IVW,ZsOroOd8DkzJ2ZWp,292,0,0,0,
V0dZZt5FcT1BRBZA,4NNAEikXQxVq9IVW,3k7SjlioI9yl_pmI,292,0,0,0,
Wur5BrXg_ovGWI2p,4NNAEikXQxVq9IVW,A7bpoCfl_TM8DP0v,286,0,0,0,
XwfXNCTArrjoMN6H,4NNAEikXQxVq9IVW,b464sTmzLBRcBpor,283,0,0,0,
qwaaEZVbu6Jx2hh0,4NNAEikXQxVq9IVW,goGsBU_V_yeZ6TBU,279,0,0,0,
0r1S-NC7eR5BAdOV,4NNAEikXQxVq9IVW,vz3ksyNn4IByiWFc,275,0,0,0,太难了 干不下去了
GQ6uYkQ9JSdhiDKs,4NNAEikXQxVq9IVW,pPG7nL8hTXU5xjOV,270,0,0,0,？是要笑死我 呕
ZSabAYTjbNUHEx7D,4NNAEikXQxVq9IVW,eVgtVuIFSibYo32o,257,0,0,0,
Upg1_AeLxIf-e9Lw,4NNAEikXQxVq9IVW,hX0R3sTlfH031Qbk,255,0,0,0,
ua8bxrZh_Ir_eyiH,4NNAEikXQxVq9IVW,AH7iEWRgx9TnFAlN,255,0,0,0,作死
L6t4tKStAAMWBIfI,4NNAEikXQxVq9IVW,zrkkTNyKl13A5X6x,249,2,1,1,之前失言的还有森喜朗，可见日本社会存在深蒂固的大男人主义思想，能够提出这样的idea就已经让人匪夷所思！
q9jSurYcoIFoJEWP,4NNAEikXQxVq9IVW,7ymd1wVeMbn2PR4h,248,0,0,0,不玩了
prW3fBmzQzik5l-G,4NNAEikXQxVq9IVW,5iaWL_o_hEPC0Vdy,247,0,0,0,
bENQ99MF7RQc27Gy,4NNAEikXQxVq9IVW,GoZKbHLvnfSR4l_X,245,0,0,0,
xrNUN_HBHv8qd1SL,e4CO7ypzhOBigZhU,fPhzJUfMTMH1zf4k,710303,0,0,0,
sE6miLJhcYsZoh7M,e4CO7ypzhOBigZhU,fPhzJUfMTMH1zf4k,710300,0,0,0,
zwMSJ0LFM3Esk4X4,e4CO7ypzhOBigZhU,wQ7-A3H8lNkrCwNX,4263,0,0,0,
bgP7KdN1wEha4s7_,e4CO7ypzhOBigZhU,z03M0XKjjK6rBNVM,3077,0,0,0,就看拘留不拘留了
N1scJ3Hdxa7u2SiD,e4CO7ypzhOBigZhU,7THT7qRzIGvicMhF,2681,0,0,0,
DnyjdF12d3L8j1Q1,e4CO7ypzhOBigZhU,fjM6qcLssS26OWoR,1699,0,0,0,
UPMsaKfS7x3rM-bX,e4CO7ypzhOBigZhU,fjM6qcLssS26OWoR,1696,0,0,0,
-VlApCBZMa0TQ67r,e4CO7ypzhOBigZhU,4MINcm_LJuVxuIOE,1585,0,0,0,
_X67g68KKhQGrVzQ,e4CO7ypzhOBigZhU,N5bKTIvqRy--sV7W,1494,0,1,0,希望有完整视频 扎堆网红打卡点那群脑残确实也很烦
CIAbrLZwrt22vDLX,e4CO7ypzhOBigZhU,O0AHArwc-4mEL8IO,1363,0,0,0,
GCK1Ttn81UZxVrJq,e4CO7ypzhOBigZhU,GxfBd0h6QyKFs6TG,1333,0,0,0,看看这个渣男，真的是坏人变老了
4pDK8OxtGy-6D1ZU,e4CO7ypzhOBigZhU,2CuCCvL4XS3VFxY2,1180,0,0,0,
qz8LHzDABIOHMYU1,e4CO7ypzhOBigZhU,H5knNUkifqLwYrOI,1153,0,0,0,
_BU-NkgNAZj2lPKE,e4CO7ypzhOBigZhU,KpENTuzntJXPIRlW,1038,0,0,0,
mtZwHRk3tj97sbYj,e4CO7ypzhOBigZhU,WnSmfQYNrJalbmx5,923,14,2,0,
c0NauEREhwL7RYIU,e4CO7ypzhOBigZhU,j4d4ci0mCBHirLs4,886,0,0,0,
tRgJXc3PtFOBSXnv,e4CO7ypzhOBigZhU,qClaasGAnju-5JEp,884,0,0,0,烦尼玛
y4s8V1v6nC6FVIj3,e4CO7ypzhOBigZhU,ELdcOazgqXMbq3JH,882,0,0,0,
lL3xsDluATNl0Mrk,e4CO7ypzhOBigZhU,qpH1JcFmBiRCpN1M,865,0,0,0,
ZoSPygRALme1-KQg,e4CO7ypzhOBigZhU,BXMv3nNKxnIdCF2v,829,0,0,0,
_qOZj0t9lxipqnL1,e4CO7ypzhOBigZhU,fjuwplSTlfJfn_QG,801,0,0,0,
34LAbNPpLcrjPGop,e4CO7ypzhOBigZhU,1HBq0ly_Amz_8ux4,786,0,0,0,
DuHwudMcJTfn8kQi,e4CO7ypzhOBigZhU,e_-t-kmHZaM1REa_,755,0,0,1,京城正黄旗，沪上白衬衫。额尖通天纹，心窄冒火烟。高声低素质，大骂令人厌。不如宽恕忍，毕竟在人间。
UTO6QeggaBH8PSz6,e4CO7ypzhOBigZhU,QdzSkJux9TJT7bmh,589,0,0,0,
YUub5cLXFqB_uuEO,e4CO7ypzhOBigZhU,Sm9_nukpnXUAXgtF,558,0,0,0,
VDd7q7_B1TIEfOki,e4CO7ypzhOBigZhU,yy0FL4-EhRJ-3S-b,558,0,0,0,外地人怎么烦上海了？没有外地人，上海价值几何？
35SEdHdAl54ozx2r,e4CO7ypzhOBigZhU,FfavU3mUu9mvxwlO,483,0,0,0, 哈哈
ypa2bciveEwwJp4L,e4CO7ypzhOBigZhU,oFbVQ5B7EydcxI4A,151,0,0,0,
4Av2jUSDpkvuVPmI,e4CO7ypzhOBigZhU,QqrfWWFJ23Kocv_i,118,0,0,0,
GaGUach5eYgwJNH9,e4CO7ypzhOBigZhU,QwDT-Z4HUNCpLBxC,96,0,0,0,
Jt00jIuQjV6we_d5,e4CO7ypzhOBigZhU,g8FYIDhvFYu0G08O,49,0,0,0,
WYyKXm-o1WOhiBnW,afriqdi0YaetuK6p,Xi9qqIqzup1p4DE6,91040,0,0,0,铲除新疆的亲美势力！
na1KRD2Vidx-7Fum,afriqdi0YaetuK6p,lqlymywVsqIs3jIi,12121,0,0,0, 小小身躯顶天立地比好多亲生但丧偶式育儿的爹强一万倍。
ReSqg_jx6_uzaGWw,afriqdi0YaetuK6p,iofXgtmGeYCivNO0,12092,1,0,0,
GLYvx8HrQFAW7xtn,afriqdi0YaetuK6p,sE3CiLtSlac9exMx,3489,0,0,0,爸爸伟大，女儿也懂事，以后一定会幸福的！         觉得这位父亲顶天立地
tZ8un7Eb6pxARf3m,afriqdi0YaetuK6p,sU25wiQzDkJZwYjV,2744,0,0,1,        觉得这位父亲顶天立地
IPZb6M0crfrmbqAK,afriqdi0YaetuK6p,G_YWgSVQZwZiDdWj,2305,0,0,2,       觉得这位父亲顶天立地
2hLwgxPJjZfC6elE,afriqdi0YaetuK6p,LxIHQ78iCtUyWa0q,2124,0,0,0,   两个家庭，组成了最强中国家庭，多少中华民族的美德在这条新闻里得到展现，勤俭、读书改命、奋发向上       觉得这位父亲顶天立地
b1SFlhgkgepRekwm,afriqdi0YaetuK6p,i9Rr56dm0qLYavk1,2117,0,0,0,   两个家庭，组成了最强中国家庭，多少中华民族的美德在这条新闻里得到展现，勤俭、读书改命、奋发向上       觉得这位父亲顶天立地
9i5WhEORhAFH3bKF,afriqdi0YaetuK6p,DLtnEGlbiSx6l7s0,1778,0,0,0, 这对父女好棒，父亲顶天立地，女儿自强不息…
ntY4gvY6j3RYc2lZ,afriqdi0YaetuK6p,ajiWMFJHSeb-Ye3l,1653,0,0,0,
M8rP1Agba1lN-3mp,afriqdi0YaetuK6p,VKyb-lN1PxM25tn2,1567,0,0,0, 
TIWjjN2Wi5LufWNx,afriqdi0YaetuK6p,kDuySruPDDkGXleK,1529,0,0,0,
q3tXwQbj39eiZBDE,afriqdi0YaetuK6p,74vhwMB1DTIdOIVw,1527,0,0,0,
wzI9suBARC_Q_fas,afriqdi0YaetuK6p,fNQD1XEcI1FqpInY,1504,0,0,0,       觉得这位父亲顶天立地
negfmw0VrccUce9O,afriqdi0YaetuK6p,pKHVaA0necsUFbRY,1449,0,0,0, 这才是真正的父亲 小小身躯顶天立地比好多亲生但丧偶式育儿的爹强一万倍。
maIZM7tHxq7EJ5yC,afriqdi0YaetuK6p,aNlRpUS5Z1M9vSB-,1408,0,0,0,               觉得这位父亲顶天立地
aOqX7Uy17xPvq64X,afriqdi0YaetuK6p,k0xSPjYQKO3v9gfd,1392,0,0,0,  觉得这位父亲顶天立地
TFD4dTO5QLQOWLuB,afriqdi0YaetuK6p,YR1iP-Ixm-qsD0pj,1352,0,0,0,
-xqIheAfLyK0D1Dg,afriqdi0YaetuK6p,BCnI-Uf3PEH7AwfQ,1350,0,0,0,     觉得这位父亲顶天立地
TjnCC45jaliRbGtB,afriqdi0YaetuK6p,mifGNfprvidMl56C,1336,0,0,0,
Kz7LFmanf2vW28kS,afriqdi0YaetuK6p,eZ2OUdO0Zendf5YN,1297,0,0,0, 这对父女好棒，父亲顶天立地，女儿自强不息…
o_5it3rxFu8Xqefj,afriqdi0YaetuK6p,UV5ozwDdubCfgVwE,1292,0,0,0, 这对父女好棒，父亲顶天立地，女儿自强不息…
dhgDWoieAMJVZJAa,afriqdi0YaetuK6p,zwGM1LKoUynnHBef,1289,0,0,0,每当这时候就觉得还好有高考
rlDQJ7FSvgSoZ2vI,afriqdi0YaetuK6p,4U6Nm2QwCIygy0wh,1283,0,0,0, 这对父女好棒，父亲顶天立地，女儿自强不息…
1H2R2AoJMNrRNVeO,afriqdi0YaetuK6p,gZHKc0_5yYxBbuYd,1250,0,0,0,
-clYXgJZEqaUUEmu,afriqdi0YaetuK6p,W9vl-ebS6m3Z8G_l,1227,0,0,0,
Xy0c7AEvH4j8Buoo,afriqdi0YaetuK6p,olaMldil1rNJytqF,1073,0,0,0, 这对父女好棒，父亲顶天立地，女儿自强不息…
z6zKq4iwCnncUMjv,afriqdi0YaetuK6p,tvThcuoDwesWwLbY,1037,0,0,0,      觉得这位父亲顶天立地
zsvkQoHEpN2rE-YF,afriqdi0YaetuK6p,sU6Oat7svwLwJMgZ,1024,0,0,0, 这对父女好棒，父亲顶天立地，女儿自强不息…
8bu6epckjaI7IyJX,afriqdi0YaetuK6p,ZFkVAJw6vSUpsQFD,1022,0,0,0,  这对父女好棒，父亲顶天立地，女儿自强不息…
_OsjM4eLwfkreRAT,afriqdi0YaetuK6p,5ApXc7wHu4zHboSy,952,0,0,0, 小小身躯顶天立地比好多亲生但丧偶式育儿的爹强一万倍。
7tVTIdaEpGzw7XR4,afriqdi0YaetuK6p,QMel8OX5HNFOCk85,948,0,0,0,     觉得这位父亲顶天立地
Ko1AGIvYl0l4KfbP,afriqdi0YaetuK6p,6EbJpKCZg3Y8IvgD,920,1,0,0,  觉得这位父亲顶天立地
Ixgy0Miqy3dqC6mg,afriqdi0YaetuK6p,YcpVIcQNY_NNspCN,920,1,0,0,      觉得这位父亲顶天立地
LrT1UHH1l6lNvmJj,afriqdi0YaetuK6p,x8vH3WGqfyNl3Wp-,913,0,0,0, 这对父女好棒，父亲顶天立地，女儿自强不息…
aKESSB2J7bmSHlZK,afriqdi0YaetuK6p,Y2TqE_a-YklmU8UV,911,0,0,0,这位爸爸真了不起女儿也争气      觉得这位父亲顶天立地
eDmjbpfw2g9rsfo_,afriqdi0YaetuK6p,dQNH8yIr4xTBFAj5,907,0,0,0, 顶天立地                觉得这位父亲顶天立地
oGLBh_kzN00DV8_m,afriqdi0YaetuK6p,t0WW83WvoO5cyCEU,889,0,0,0, 这对父女好棒，父亲顶天立地，女儿自强不息…
0ABYa2zuaClIW81S,afriqdi0YaetuK6p,bWOOEH1nckfC4p2Q,885,0,0,0, 这对父女好棒，父亲顶天立地，女儿自强不息…
IchkCgrcyn_FaWbK,afriqdi0YaetuK6p,JHMEPa6EresDCWil,880,0,0,0,      觉得这位父亲顶天立地
zlI-GtdKnT-9CPbF,afriqdi0YaetuK6p,VgyGOURbP9Yis-H3,873,0,0,0,      觉得这位父亲顶天立地
hZ3ie7s-t-YXKKkf,afriqdi0YaetuK6p,tVoFocWKUZTYz-ES,850,0,0,0, 这对父女好棒，父亲顶天立地，女儿自强不息…
_UgJ7Ohxt9_ln3uh,afriqdi0YaetuK6p,F2dUiu6oLllsv8RH,844,0,0,0,
vLZGNQkmooiMFK7m,afriqdi0YaetuK6p,hXXYrBZ3kKyfM0V1,843,0,0,0, 
y2N6AXFkHgsdBS8o,afriqdi0YaetuK6p,Sx7zkfcIPbnTuFU-,831,0,0,0,
R5bfUHVELSnUUn3a,afriqdi0YaetuK6p,TPUM4gWexu26g4U5,830,1,0,0, 这对父女好棒，父亲顶天立地，女儿自强不息…
sz0F3_w6oXRWILNc,afriqdi0YaetuK6p,U9yfFws8C5AJ6jIo,827,0,0,0, 这对父女好棒，父亲顶天立地，女儿自强不息…
xlp72letxosADksC,afriqdi0YaetuK6p,wg1cgqvFCnPWKLCQ,823,0,0,0,
_-g-qZy2-oxO3a_6,afriqdi0YaetuK6p,QbZdNauJ4uIQpcQa,818,0,0,0, 觉得这位父亲顶天立地
ISO8gy6XiND0b2eu,afriqdi0YaetuK6p,Osk3CUCgQsyR0S3V,800,0,0,0,   这对父女好棒，父亲顶天立地，女儿自强不息…
D1CVdaH-cmBSHSEt,afriqdi0YaetuK6p,ARQ2HBUDaemXhqMW,794,0,0,0, 这对父女好棒，父亲顶天立地，女儿自强不息…
6UFAqAgJ5tVvlYH0,afriqdi0YaetuK6p,fTmujCdd83jUOgui,791,0,0,0,
ZW-r5vEHWhulYZ3j,afriqdi0YaetuK6p,f8zLg88pIjvBEkbP,783,0,0,0, 在社区做民政的表示，如果你们身边有残疾人而且家庭环境不是很好，一定要跟社区说，特别贫困或者家庭环境很差的逢年过节社区都第一个想到他，送慰问品送慰问金也会经常有的，想就业也有培训班。
fg1cAZcTOemykgbo,afriqdi0YaetuK6p,N7YZzH2KfrVIB7ss,780,0,0,0,      觉得这位父亲顶天立地
jxH1lWEAtaQRdNcC,afriqdi0YaetuK6p,i6KoD8HRXN6zkdpH,768,0,0,0,   这对父女好棒，父亲顶天立地，女儿自强不息…
yhsyQ-L_mmvskuB2,afriqdi0YaetuK6p,9HZWPf2bv784Ttxn,768,0,0,0, 在社区做民政的表示，如果你们身边有残疾人而且家庭环境不是很好，一定要跟社区说，特别贫困或者家庭环境很差的逢年过节社区都第一个想到他，送慰问品送慰问金也会经常有的，想就业也有培训班。
NUX7GvZAYp_UzGLA,afriqdi0YaetuK6p,HC0M3-2bTDG-ppj6,765,0,0,0,
yCo63o4SVYtMeBDv,afriqdi0YaetuK6p,uuVMpZJ1FpiNkPro,758,0,0,0,
Z-ZLjbVEPivbb3Kr,afriqdi0YaetuK6p,FIU4RLt-kI5KhpUr,749,0,0,0,
EE_f6agg_QL8-as7,afriqdi0YaetuK6p,yOKi3wAHKVxj07e4,746,0,0,0, 这对父女好棒，父亲顶天立地，女儿自强不息…
XZAwW3_3coEvBPAd,afriqdi0YaetuK6p,TeGSZIqOTBdpkyEs,744,0,0,0,
gFrkQmZ1gocutX-g,afriqdi0YaetuK6p,KGb7gcTakly90xeG,738,0,0,0, 这对父女好棒，父亲顶天立地，女儿自强不息…
2U30RFhCLLEWhM0t,afriqdi0YaetuK6p,ddn6tNkrWXQZIDqR,735,0,0,0,
PALmLZttn62iEvBf,afriqdi0YaetuK6p,jzB-troiySJGMST2,728,0,0,0, 顶天立地                觉得这位父亲顶天立地
eCfi7RMAndoCWzdU,afriqdi0YaetuK6p,JrZt-feqhGGl6sMk,727,0,0,0,
4oaKcIASTWVUKuuw,afriqdi0YaetuK6p,T8EBeonwBaRJqFjP,726,0,0,0, 这对父女好棒，父亲顶天立地，女儿自强不息…
7fgG35GS9TwPjkHl,afriqdi0YaetuK6p,l4Hw_qWu2BKSAQP6,723,0,0,0, 顶天立地                觉得这位父亲顶天立地
MNrMCvvEt4gAVyW5,afriqdi0YaetuK6p,hRlsUwbjuwl6pdpi,716,0,0,0, 这对父女好棒，父亲顶天立地，女儿自强不息…
MEEBP_8xTpnf-86Q,afriqdi0YaetuK6p,oZCQORLCuc897pm5,714,0,0,0,真好
WGCQ4kqvUc0XlhA5,afriqdi0YaetuK6p,SV4s6TVn76GOLPdL,710,0,0,0,  这对父女好棒，父亲顶天立地，女儿自强不息…
tyjFfORndDCuW_oc,afriqdi0YaetuK6p,6aC2CWnMTZPY6uI0,700,0,0,0,
ubQeOHtNoHPhZkgh,afriqdi0YaetuK6p,yEhL_9QmRz1mPnAG,699,0,0,0, 这对父女好棒，父亲顶天立地，女儿自强不息…
Za6PWSoBmTxewhTn,afriqdi0YaetuK6p,QkSx415vhlaa0n8O,697,0,0,0, 小小身躯顶天立地比好多亲生但丧偶式育儿的爹强一万倍。
XBhTPBZrSIZBJa2i,afriqdi0YaetuK6p,iv51vLRnUHhrOCTt,694,0,0,0, 这对父女好棒，父亲顶天立地，女儿自强不息…
U1BOGvwidiLLzj_h,afriqdi0YaetuK6p,fgxrrdEozh-KPlSp,693,0,0,0,
JZ4rZ7W1_uTDr25c,afriqdi0YaetuK6p,chhGuD32kPYsYDSP,686,1,0,0, 这对父女好棒，父亲顶天立地，女儿自强不息…
_4drGbx0zNxGqtlX,afriqdi0YaetuK6p,2EzWqZYX1rKh4aCv,684,1,0,2,  两个家庭，组成了最强中国家庭，多少中华民族的美德在这条新闻里得到展现，勤俭、读书改命、奋发向上       觉得这位父亲顶天立地
CKQQYlqAyg6yYUCD,afriqdi0YaetuK6p,hP8qBFGCWFak6MP1,681,1,0,3,两个家庭，组成了最强中国家庭，多少中华民族的美德在这条新闻里得到展现，勤俭、读书改命、奋发向上       觉得这位父亲顶天立地
ghu6qmYyyS5ebWyT,afriqdi0YaetuK6p,I-UZ60FbYmi1SuIH,672,0,0,0, 小小身躯顶天立地比好多亲生但丧偶式育儿的爹强一万倍。
SSes9pQP0pm11653,afriqdi0YaetuK6p,ortGaqDgeVEV_Evi,672,0,0,0,顶天立地的父亲 这对父女好棒，父亲顶天立地，女儿自强不息…
gBWJasj7VxQhodKl,afriqdi0YaetuK6p,nNWiHjG_ZOKpZ65e,668,0,0,0,
zKZYq_Dvf8XOXWM5,afriqdi0YaetuK6p,0CLf_2uqB14w62S6,659,0,0,0,被称做父亲靠的不是血缘，靠的是感情！ 小小身躯顶天立地比好多亲生但丧偶式育儿的爹强一万倍。
fOCrtW_jt82N3KCu,afriqdi0YaetuK6p,N5kJayPTq2n2fNL5,656,0,0,1,  小小身躯顶天立地比好多亲生但丧偶式育儿的爹强一万倍。
oRpDvNhj7pjsOG5L,afriqdi0YaetuK6p,wK8-6R5CWrhoJ0cf,655,0,0,0, 人世间   想到酒干倘卖无的故事。当然这里的这位父亲一定会好人好报  这对父女好棒，父亲顶天立地，女儿自强不息…
wJuNvDgFgCJ-ne55,afriqdi0YaetuK6p,2Rz6gbVpw9DHVooX,649,0,0,0, 这对父女好棒，父亲顶天立地，女儿自强不息…
eyA3AVJT_7DR5PSC,afriqdi0YaetuK6p,4FTH6GaMT_u0I_wv,649,0,0,0, 这对父女好棒，父亲顶天立地，女儿自强不息…
Ie5EBDHwH3x91gnx,afriqdi0YaetuK6p,9RqFQeYZ8u9xdyXh,646,0,0,0,
tbu_GBOn7htijf2b,afriqdi0YaetuK6p,ceeEPrguiRdIHeyC,645,0,0,0,
pO_FDjiGzc3se6Hy,afriqdi0YaetuK6p,tMdFS3L283ZK0KLY,640,0,0,0,  这对父女好棒，父亲顶天立地，女儿自强不息…
5_HamMAPIuzL5k8R,afriqdi0YaetuK6p,mfhgc52-zZ-7mvSi,636,0,0,0,
tHcA-U6kNNQYtvzO,afriqdi0YaetuK6p,Y5LeX4cW0OSwvFhm,636,0,0,0,
8EhYA6z_c5gswIjC,afriqdi0YaetuK6p,5HqiuZYn7xGJuu5t,636,0,0,0,  这对父女好棒，父亲顶天立地，女儿自强不息…
RcDBbwdTK97-uq40,afriqdi0YaetuK6p,MVl6oydNkgwm1KEH,634,0,0,0, 这对父女好棒，父亲顶天立地，女儿自强不息…
syGP09zbTjv8NMh5,afriqdi0YaetuK6p,4uX-4Da-04tLZXLt,634,0,0,0, 这对父女好棒，父亲顶天立地，女儿自强不息…
ytuf5iMRKgDA7scc,afriqdi0YaetuK6p,PrEjFVS8Cx0kktBH,631,1,0,0,    这对父女好棒，父亲顶天立地，女儿自强不息…
aZlGwt2jdjaEcwgX,afriqdi0YaetuK6p,uOdZwatjVT-poNh0,630,0,0,0,  这对父女好棒，父亲顶天立地，女儿自强不息…
rDkn9xNEleSCSP4M,afriqdi0YaetuK6p,ZH2DT2PdsOJ43T8W,628,0,0,0,      觉得这位父亲顶天立地
mNQwqirbGowzSMxc,afriqdi0YaetuK6p,6k_h3IFmOewUmge-,625,0,0,0,小小身躯，但是顶天立地，为女儿遮风挡雨。
-Tf68kfxfGAPvTcz,afriqdi0YaetuK6p,FVmxWDdCix0RBOfh,624,0,0,0,今日感动
